Gene	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1332201	GSM1332202	GSM1332203	GSM1332204	GSM1332205	GSM1332206	GSM1332207	GSM1332208	GSM1332209	GSM1332210	GSM1332211	GSM1332212	GSM1332213	GSM1332214	GSM1332215	GSM1332216	GSM1332217	GSM1332218	GSM1332219	GSM1332220	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633	GSM1337327	GSM1337328	GSM1337329	GSM1337330	GSM1337331	GSM1337332	GSM1337333	GSM1337334	GSM1337335	GSM1337336
VSIG4	-1361.828889	12594.27111	2417.371111	-1086.328889	967.7711111	9556.371111	3653.771111	5932.071111	5857.571111	11349.67111	8771.031111	7161.031111	6017.431111	5867.831111	4576.031111	5147.431111	4717.131111	4001.231111	7262.031111	5588.331111	4275.431111	6202.031111	4242.631111	4979.831111	6361.431111	6760.931111	6197.231111	7508.831111	5108.231111	4946.531111	7394.297778	4726.597778	5196.597778	2747.397778	6298.797778	8344.097778	6480.071111	5764.271111	6468.971111	6195.071111	2364.271111	10495.27111	6618.571111	8316.171111	2782.171111	10327.07111
MMP9	17651.60222	-660.9977778	-723.0977778	947.9022222	-539.8977778	-737.1977778	5932.402222	-477.6977778	-533.9977778	-381.8977778	972.9322222	1023.932222	988.8322222	1008.432222	1054.332222	961.8322222	999.6322222	1087.532222	983.0322222	1062.332222	2223.232222	2433.132222	1058.032222	1673.032222	1342.332222	1064.432222	2051.032222	1437.032222	1215.832222	1096.732222	710.1655556	967.2655556	3641.465556	1531.765556	352.2655556	518.3655556	119.0022222	-235.2977778	-573.8977778	2513.902222	-357.4977778	-2.397777778	-508.4977778	-284.7977778	1011.702222	3578.302222
FTH1	6565.089444	10992.98944	7707.189444	13117.68944	8331.489444	8065.389444	10998.88944	11389.58944	10444.38944	20192.68944	12116.29944	9102.599444	7929.899444	8970.699444	8424.799444	7357.699444	13917.99944	8861.399444	10032.99944	8417.899444	7965.599444	9688.399444	11326.39944	9405.799444	9856.599444	10168.29944	12492.59944	10957.59944	7281.799444	7384.499444	7585.911111	10143.21111	10782.81111	9215.811111	8224.211111	11546.01111	6183.089444	8067.789444	5965.189444	7965.789444	6017.289444	11330.08944	11701.98944	7713.389444	3484.689444	15425.18944
ZFP36	5153.461667	1338.761667	3257.661667	3818.961667	9321.161667	2317.761667	217.1616667	10039.76167	10283.86167	8838.961667	2793.946667	3333.646667	4155.146667	4284.046667	5129.146667	6892.846667	7876.346667	5511.446667	3964.246667	3219.246667	1570.746667	1650.046667	1418.446667	2801.046667	1387.246667	1161.146667	1307.946667	1537.346667	1330.346667	1010.446667	3355.191667	2049.391667	2446.591667	1959.691667	7006.091667	1883.491667	1773.661667	1316.561667	381.3616667	556.7616667	-314.3383333	956.7616667	114.9616667	762.0616667	1261.761667	937.7616667
JUN	3550.046111	2064.846111	7159.246111	1327.746111	9000.646111	3026.246111	1154.146111	9529.646111	11401.44611	2638.846111	3858.781111	2893.081111	8405.581111	2981.981111	4245.181111	5217.181111	6897.181111	3859.781111	3264.381111	2939.281111	2457.081111	1216.281111	1546.981111	2892.581111	1689.481111	618.2811111	650.5811111	1106.381111	783.5811111	639.4811111	4435.672778	2097.072778	1689.672778	1952.472778	5554.272778	1719.772778	2059.646111	1178.246111	102.8461111	589.2461111	721.1461111	245.8461111	305.1461111	460.1461111	968.4461111	679.5461111
RPL3	14819.08611	20052.98611	17837.98611	9606.186111	10024.18611	18597.68611	14526.08611	11462.88611	10823.38611	12816.68611	13474.50611	10934.00611	14714.40611	13043.40611	10919.50611	11828.80611	13095.10611	11375.00611	9685.006111	10485.80611	10462.10611	12938.00611	14646.40611	14192.70611	13740.00611	12435.30611	12002.80611	9929.706111	10495.80611	12459.40611	13141.60778	11975.80778	12512.20778	11521.80778	12148.60778	11557.30778	6628.486111	7852.886111	15250.68611	11982.68611	10727.18611	9848.886111	12020.18611	7784.986111	7805.886111	12388.78611
HLA-DRA	5155.526111	4631.226111	588.1261111	5666.326111	9271.026111	2592.226111	10971.92611	11255.42611	11023.12611	10730.62611	7452.116111	5530.316111	5374.616111	5448.616111	5914.316111	5460.916111	7938.016111	5389.216111	6039.016111	7537.116111	8109.316111	10853.51611	5152.316111	7893.016111	9770.516111	10620.21611	9357.316111	10494.91611	8556.916111	8598.516111	8967.957778	6753.457778	8004.157778	6864.357778	6402.257778	8455.057778	4962.526111	7278.326111	8784.826111	8273.926111	2823.926111	8591.526111	11587.32611	8305.826111	5387.526111	13609.52611
RPL34	12334.26778	14019.46778	17424.36778	9875.367778	6817.767778	15281.56778	11377.96778	11675.86778	11405.26778	12787.36778	11186.51778	10416.41778	11355.21778	9457.817778	8733.517778	9447.717778	10659.01778	9112.517778	8247.317778	8827.217778	9570.417778	9958.717778	9668.317778	11248.11778	10713.21778	11552.21778	9211.117778	7981.117778	9568.317778	7946.117778	10271.71444	9885.414444	10525.61444	8961.814444	8704.314444	10109.41444	5433.367778	6610.967778	7356.467778	9803.767778	6378.067778	5216.467778	10734.26778	5071.867778	3186.167778	12070.26778
COMP	539.9444444	8314.444444	2546.744444	-303.8555556	412.6444444	1405.844444	2727.344444	1848.344444	663.3444444	782.3444444	3791.144444	3647.444444	3663.444444	2972.544444	4873.644444	3814.244444	4656.144444	5095.344444	4045.544444	3659.344444	4534.644444	3285.444444	3212.544444	4943.844444	3879.744444	3862.144444	4483.944444	3838.144444	3446.944444	3567.644444	5290.711111	5062.511111	511.1111111	8117.211111	3907.711111	892.9111111	3003.844444	1166.844444	4146.344444	4787.344444	9641.144444	8556.444444	1869.844444	10766.84444	8971.544444	7426.544444
HLA-DPB1	4801.274444	3699.474444	-248.0255556	3701.674444	10856.07444	995.6744444	14771.07444	4811.074444	4853.174444	3101.174444	4497.394444	3709.694444	3631.394444	3997.594444	3783.994444	3680.994444	3949.294444	3679.294444	4050.094444	5000.294444	5571.194444	7680.194444	7549.694444	6599.694444	5687.794444	5956.994444	6918.494444	7863.094444	5273.894444	5970.194444	4933.331111	4914.131111	4578.131111	3608.931111	5416.231111	8064.631111	5843.074444	3938.374444	2928.674444	9576.874444	4363.174444	2886.274444	9989.674444	5269.874444	2740.174444	6172.474444
RPL9	13232.60833	16144.40833	19319.00833	11939.20833	10257.80833	13515.60833	10424.10833	9903.908333	9794.808333	10340.50833	9001.608333	10518.40833	11022.20833	9790.308333	9480.208333	10057.00833	10752.90833	9805.408333	8604.908333	8112.008333	9829.708333	9538.808333	9861.508333	11803.70833	10151.60833	11788.60833	9679.908333	9064.308333	8450.208333	9334.308333	9601.083333	9853.283333	9581.283333	10227.38333	9119.783333	10611.48333	5616.408333	6297.808333	7222.108333	10150.60833	6300.008333	6113.208333	10213.00833	5429.108333	4344.108333	10089.30833
RPS17	16088.68389	19613.98389	15581.28389	16002.98389	8052.283889	13526.78389	9476.683889	10414.78389	8685.283889	13368.48389	15007.06889	11006.46889	13030.36889	11307.86889	10255.26889	10217.06889	12157.96889	11660.36889	9190.868889	8872.168889	10470.56889	10943.36889	9727.668889	12637.16889	11902.36889	12466.36889	11610.66889	9830.568889	9000.568889	10113.46889	10544.84722	11367.34722	11824.04722	12864.64722	9215.947222	10605.64722	6187.783889	10467.38389	10054.98389	10000.78389	9808.683889	7906.483889	10398.28389	6633.383889	7977.583889	11161.68389
MT1E	3130.708333	9823.608333	6976.108333	7325.908333	10537.40833	15500.90833	3493.208333	5949.108333	5983.408333	10181.00833	11263.66333	8811.963333	10544.46333	11638.76333	6958.363333	8115.663333	9623.563333	8455.163333	7599.863333	7137.363333	3999.063333	4672.663333	6577.263333	5445.863333	5673.463333	4192.963333	7147.863333	5306.363333	4380.763333	4351.463333	7347.828333	7079.028333	7756.228333	6637.428333	6545.428333	7203.028333	4485.008333	7502.108333	7158.608333	5818.208333	4032.908333	8328.508333	8299.008333	7739.008333	2232.908333	7398.908333
B2M	13446.90278	15302.10278	12611.20278	13920.00278	10257.40278	8776.502778	10634.80278	11640.70278	12409.50278	13585.20278	11854.40278	8341.102778	9833.402778	9255.402778	7897.202778	10292.10278	9566.602778	9281.202778	7956.802778	7465.902778	9741.302778	8283.202778	11518.30278	10498.80278	9398.302778	9396.702778	10742.70278	8658.902778	6806.502778	9053.702778	8821.794444	9335.294444	9697.194444	9861.494444	8825.594444	9211.394444	5946.702778	5051.902778	5909.502778	8664.902778	4457.502778	5722.002778	7970.102778	4662.602778	4536.602778	10336.40278
TNFAIP6	263.1572222	1269.657222	-231.0427778	7074.157222	11925.45722	-519.2427778	168.2572222	-96.84277778	629.0572222	7919.457222	2025.677222	2134.077222	2348.877222	3415.677222	2054.377222	1973.677222	8568.677222	3814.377222	1748.477222	1558.777222	2018.277222	2385.377222	1651.977222	2598.077222	2474.777222	2237.477222	3124.777222	2486.577222	2068.277222	2113.377222	2737.265556	2313.965556	2087.265556	1428.465556	2818.965556	4454.565556	3434.357222	6448.657222	1859.357222	1376.657222	-626.0427778	6564.357222	845.2572222	1484.757222	1367.157222	1645.057222
IGFBP7	13417.52278	7138.922778	4261.222778	409.5227778	5237.622778	5911.222778	16067.22278	6803.522778	4836.622778	11108.42278	6116.322778	6159.122778	6220.822778	6380.222778	6956.722778	7618.522778	9398.022778	6857.522778	7580.622778	7202.122778	6982.822778	6208.622778	6105.922778	8093.322778	6084.722778	7523.222778	7741.922778	6412.422778	7029.122778	7002.622778	7531.254444	7538.754444	6566.754444	7644.754444	8497.754444	4123.154444	3551.722778	3526.322778	8047.122778	8454.222778	7257.622778	5876.222778	8067.722778	7189.122778	9307.022778	3205.822778
RPL39	13477.06556	15178.66556	18450.46556	9757.065556	10131.06556	12617.56556	11352.76556	9138.165556	9703.165556	11713.86556	10364.97556	9658.475556	11017.27556	9357.175556	8847.775556	10807.57556	10068.77556	10815.97556	8399.975556	7901.575556	9350.875556	8868.775556	9866.475556	10384.97556	9709.475556	10598.47556	9498.275556	7874.775556	8070.875556	8593.975556	9864.758889	9542.658889	9569.558889	9558.958889	8849.658889	9631.358889	4800.565556	5845.165556	7775.065556	9709.165556	6569.365556	5547.065556	9052.065556	5444.865556	4545.465556	9247.865556
CTSL	1090.125	2727.325	-380.375	14331.325	8988.925	-308.775	1137.025	1551.325	1587.725	7922.325	3678.5	2318.8	2237.7	2574.4	2518.3	2387.4	2955.1	2910.8	2247.2	2222.3	2305.6	2583.6	2878.9	2343	2543.1	2599.9	2967.3	2632.3	2371.2	2351.1	2910.775	2135.075	2037.075	2117.275	2800.675	3487.075	860.225	469.225	1558.325	1895.425	-705.775	4414.325	558.125	1836.425	-7.475	2100.725
CD163	262.1383333	9109.438333	3483.438333	4575.938333	7303.838333	11847.83833	4218.938333	6393.238333	6104.438333	11969.53833	10032.58833	7264.788333	6527.988333	6180.688333	4385.588333	5666.688333	4630.388333	3343.088333	6786.588333	5511.188333	3808.888333	5120.888333	4527.088333	4193.988333	5377.188333	5149.888333	4976.388333	5703.288333	4201.988333	4252.288333	6502.073333	4564.473333	5826.273333	3534.973333	4657.273333	7207.373333	4363.038333	3198.138333	4071.038333	1525.038333	120.9383333	8640.538333	3765.638333	6122.838333	2457.238333	8108.238333
CEBPD	3769.531667	4682.331667	10977.13167	3285.631667	7321.931667	10061.03167	1651.631667	3122.331667	2432.231667	6753.131667	4417.496667	5922.196667	8415.296667	4671.396667	5455.396667	7354.396667	7968.696667	6119.796667	5578.796667	4365.496667	1590.096667	1642.796667	1985.396667	1593.096667	1710.396667	1452.096667	2550.396667	2843.296667	1542.096667	1352.796667	3350.871667	4161.071667	2938.071667	3916.571667	5554.471667	3638.371667	1430.431667	1477.831667	2604.431667	3329.331667	2232.631667	4458.131667	3386.231667	3684.931667	1895.931667	-25.36833333
RHOB	2267.445556	2904.045556	6401.845556	2161.145556	10015.14556	12404.54556	2846.945556	6028.445556	6575.645556	6162.645556	5610.520556	6465.920556	6858.120556	5979.720556	5477.520556	8352.620556	6463.520556	5104.520556	5478.820556	5029.820556	1851.120556	2121.120556	2427.420556	2543.420556	1794.020556	1662.020556	1951.220556	2138.520556	1794.020556	1470.020556	4878.033889	4717.533889	2762.833889	3703.433889	4820.933889	3289.433889	2108.045556	2968.945556	1845.045556	2281.345556	2539.845556	2678.845556	1786.945556	2443.945556	1877.345556	2275.845556
HLA-A	12750.62167	15107.62167	9953.521667	10130.82167	11703.12167	12302.92167	17194.32167	12589.22167	14601.52167	8596.621667	7242.616667	9177.416667	12611.91667	10396.51667	9123.616667	10307.61667	11757.31667	10879.61667	8847.816667	8543.116667	10460.71667	10832.81667	10074.21667	10355.51667	11524.11667	11007.71667	11159.51667	10048.41667	8595.916667	9766.716667	7381.661667	11478.36167	11270.66167	10557.16167	10780.26167	9345.861667	5878.821667	6991.821667	10544.42167	8158.521667	5767.821667	6191.021667	9065.721667	7184.921667	5294.421667	12705.42167
NFKBIA	2561.762778	2534.162778	2149.462778	5099.062778	8412.162778	11543.46278	4241.062778	6807.362778	6821.062778	6154.862778	3261.327778	3739.827778	5975.227778	5678.827778	6260.527778	5007.527778	9289.627778	8517.127778	3889.827778	4248.327778	1865.127778	1938.427778	1780.027778	2396.227778	1882.127778	1673.027778	1622.627778	2135.927778	1939.627778	1721.527778	3757.909444	3768.509444	3851.209444	3421.009444	4142.509444	3505.709444	1225.562778	2248.662778	1438.062778	1827.862778	2615.462778	3027.162778	1749.562778	1600.262778	733.8627778	2031.962778
RPL30	12052.41056	16771.81056	19547.91056	11193.21056	9394.810556	16012.11056	11906.21056	12179.31056	11401.01056	13156.61056	11875.20556	12445.30556	12675.40556	10316.90556	10739.00556	11961.00556	13231.50556	12409.90556	10414.10556	9820.005556	10732.00556	10997.60556	11036.00556	11879.90556	11772.50556	12411.30556	11299.00556	9809.205556	9717.205556	10499.90556	11330.98389	11397.38389	11763.38389	11560.78389	10567.88389	11192.48389	5922.010556	7806.310556	10191.81056	12513.91056	9260.510556	7949.710556	13496.11056	7693.810556	5807.410556	11786.01056
S100A10	3804.927778	9286.827778	5100.327778	13601.12778	7861.727778	8003.327778	13060.52778	10596.82778	12021.52778	14438.32778	7669.522778	7459.622778	7852.122778	7821.422778	8664.122778	8647.822778	8668.322778	9100.722778	7719.522778	8404.922778	9140.222778	9608.622778	8764.022778	12437.82278	10731.02278	14034.52278	10514.42278	9456.822778	9889.022778	9281.022778	9500.349444	10662.44944	11878.24944	6608.649444	7501.549444	9608.449444	6677.527778	7176.727778	10869.22778	7752.927778	6312.427778	11327.62778	12772.22778	8248.927778	5242.227778	11710.32778
IER3	1708.662778	707.7627778	-359.0372222	4715.162778	7499.062778	-668.1372222	-146.7372222	8096.362778	5966.262778	4110.662778	988.7827778	1025.182778	991.1827778	2764.382778	4214.782778	1170.582778	8784.182778	8062.582778	792.1827778	716.6827778	579.3827778	503.5827778	1101.982778	1012.982778	805.3827778	409.5827778	612.1827778	607.8827778	501.8827778	391.3827778	1636.354444	1628.954444	1515.354444	1253.154444	3250.354444	1526.854444	1214.662778	596.7627778	627.8627778	642.8627778	-357.4372222	87.36277778	609.5627778	360.8627778	396.3627778	227.8627778
EGR1	1549.133889	194.3338889	1984.033889	2017.033889	5070.933889	-80.36611111	-310.4661111	10392.83389	11089.13389	5763.733889	1410.483889	2234.983889	3087.083889	3377.783889	3445.983889	3578.883889	2541.183889	3692.683889	2242.683889	1766.983889	1792.483889	1436.183889	1377.683889	1818.283889	1393.883889	1136.583889	1191.383889	1190.483889	1535.083889	1304.183889	2323.182222	1140.182222	1778.182222	994.4822222	5362.182222	868.2822222	2233.733889	1139.333889	-116.4661111	-150.0661111	-271.7661111	-562.9661111	-343.2661111	34.03388889	1536.533889	385.5338889
IGFBP4	8838.572222	4853.172222	8427.972222	155.7722222	3422.172222	7576.772222	13025.87222	5661.072222	4655.372222	12314.47222	5962.192222	5445.692222	5120.092222	7397.392222	7750.892222	6072.792222	9555.692222	8826.392222	6834.692222	6223.392222	6591.592222	6193.692222	5896.192222	6882.592222	6828.492222	6462.792222	8412.892222	7655.492222	6840.692222	7152.392222	8585.335556	8244.135556	5979.535556	4423.135556	9018.535556	5181.135556	7351.372222	2596.172222	11651.87222	8839.572222	5233.772222	8147.872222	3949.672222	7291.672222	8822.372222	5290.472222
TGFBI	4393.838333	9779.038333	6.738333333	9519.838333	7675.838333	2063.738333	7985.438333	6625.238333	7025.138333	13565.33833	4754.208333	5449.508333	4960.408333	5346.208333	6088.708333	5929.608333	6251.308333	6176.608333	5992.908333	4814.908333	5643.508333	5935.708333	5077.708333	6729.908333	5652.608333	7160.308333	5741.708333	6297.808333	5614.708333	5140.708333	3637.753333	3771.053333	5052.453333	9858.053333	6371.053333	5737.353333	2879.738333	5589.938333	3943.538333	1836.438333	3160.838333	7297.438333	2384.338333	4721.038333	5302.338333	9003.238333
ANXA2	7738.275	13545.275	7471.875	11625.775	7849.075	12654.175	14242.375	12022.475	12950.275	16297.575	12412.465	8842.765	11422.465	10366.465	7787.065	8291.665	8666.265	9559.465	8584.765	8195.065	10695.065	10864.665	8851.865	14322.865	12517.465	13327.565	9834.665	9636.465	9182.865	9711.265	10150.86	10244.16	10626.26	10427.56	9714.26	9758.86	6233.775	9105.975	10074.375	8348.575	6624.475	9377.675	9933.675	7331.175	6006.175	13640.175
PPIA	11052.41056	14380.31056	9214.110556	17010.01056	10003.61056	13072.91056	14764.31056	11610.01056	11661.71056	18035.41056	12205.13056	10567.73056	10326.33056	11545.03056	10199.43056	11322.23056	12216.63056	11040.63056	10575.83056	10551.63056	10113.93056	11061.03056	7851.030556	13475.33056	11881.73056	12375.53056	12235.63056	11613.33056	10841.23056	11459.13056	10120.55889	10972.95889	11846.35889	12085.25889	10279.45889	11732.95889	6769.810556	11013.41056	10017.91056	10033.01056	7551.810556	8255.910556	11496.91056	7460.010556	5979.310556	14075.61056
RPS4Y1	4980.447222	5209.447222	-1559.652778	3176.447222	2903.347222	-1602.452778	-1612.252778	4772.247222	4666.147222	5083.247222	532.2772222	2763.777222	551.4772222	2102.777222	2324.377222	2471.377222	592.7772222	2111.077222	2100.577222	1911.777222	574.3772222	553.5772222	1102.877222	540.2772222	522.2772222	522.1772222	594.3772222	2198.377222	565.8772222	570.3772222	1245.675556	1296.275556	1339.775556	1241.175556	1251.575556	1187.575556	-1577.352778	-1525.052778	-1588.952778	-1612.552778	-1596.852778	3642.547222	8248.647222	-1540.752778	-1642.552778	-1617.252778
ADH1B	-104.5694444	1080.830556	13707.93056	-190.5694444	5898.930556	4263.430556	-271.2694444	-214.4694444	-266.6694444	1348.930556	1671.925556	1800.925556	2767.425556	1608.525556	2212.825556	2310.725556	2082.125556	1879.125556	2278.825556	2051.225556	1436.925556	1491.025556	1652.025556	1635.025556	1549.125556	1565.125556	1536.925556	1469.625556	1462.525556	1519.225556	-657.8561111	2423.243889	2210.143889	3334.743889	804.6438889	2679.443889	802.3305556	-14.46944444	1250.130556	1497.830556	5445.430556	-211.0694444	1713.630556	-175.8694444	-289.3694444	710.1305556
